img_id,category,question,answer,mode
synpic40945,modality,what is the mr weighting in this image,t1,train
synpic24160,modality,what kind of scan is this,us - ultrasound,train
synpic18850,modality,what imaging modality was used,be - barium enema,train
synpic16423,modality,is this a contrast or noncontrast ct,contrast,train
synpic55322,modality,is this a t1 weighted image,yes,train
synpic38371,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic8269,modality,what is the modality,nm - nuclear medicine,train
synpic40393,modality,was the mri taken with contrast,no,train
synpic31783,modality,what imaging modality was used to take this image,ct noncontrast,train
synpic59476,modality,is this a noncontrast mri,no,train
synpic17204,modality,is this a contrast or noncontrast ct,contrast,train
synpic33444,modality,what type of imaging does this represent,us - ultrasound,train
synpic53630,modality,was the mri taken with contrast,yes,train
synpic36503,modality,is this a noncontrast ct,yes,train
synpic46471,modality,what imaging modality is used to acquire this picture,mr - fiesta,train
synpic18723,modality,what is the mr weighting in this image,t2,train
synpic35769,modality,what type of image modality is seen,an - angiogram,train
synpic35162,modality,was the mri taken with contrast,no,train
synpic24058,modality,was iv contrast given to the patient,yes,train
synpic48200,modality,what type of imaging is this,sbft - small bowel,train
synpic16206,modality,what type of contrast did this patient have,iv,train
synpic49276,modality,is this a t1 weighted image,no,train
synpic13035,modality,was iv contrast given to the patient,yes,train
synpic51063,modality,what type of imaging is this,cta - ct angiography,train
synpic34337,modality,is this image modality t1 t2 or flair,t2,train
synpic24744,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic47946,modality,what modality was used to take this image,us - ultrasound,train
synpic19163,modality,is this a t2 weighted image,no,train
synpic25326,modality,is this an mri image,yes,train
synpic39919,modality,is this a noncontrast ct,yes,train
synpic48896,modality,is this a t1 weighted t2 weighted or flair image,t1,train
synpic49386,modality,was the mri taken with contrast,no,train
synpic41917,modality,is this a t1 weighted t2 weighted or flair image,t1,train
synpic18877,modality,what type of contrast did this patient have,iv,train
synpic19080,modality,what imaging modality was used to take this image,mr - t2 weighted,train
synpic31365,modality,what imaging modality was used,xr - plain film,train
synpic9892,modality,was the ct scan taken with contrast,yes,train
synpic18821,modality,what imaging modality was used,sbft - small bowel,train
synpic40450,modality,what type of imaging was used,xr - plain film,train
synpic39649,modality,was the ct scan taken with contrast,yes,train
synpic52162,modality,what is the modality of this image,cta - ct angiography,train
synpic56667,modality,is this image modality t1 t2 or flair,t2,train
synpic54048,modality,what imaging modality was used to take this image,mr - t1 weighted with gadolinium,train
synpic59738,modality,is this an mri image,yes,train
synpic51793,modality,what type of imaging was used,cta - ct angiography,train
synpic55176,modality,what type of image modality is seen,cta - ct angiography,train
synpic36044,modality,what was this image taken with,xr - plain film,train
synpic29767,modality,what type of imaging is this,an - angiogram,train
synpic32249,modality,what is the modality of this image,xr - plain film,train
synpic59165,modality,what imaging modality is seen here,us - ultrasound,train
synpic34371,modality,was iv contrast given to the patient,yes,train
synpic18884,modality,is this a ct scan,no,train
synpic56634,modality,is this a t1 weighted image,no,train
synpic60067,modality,is this image modality t1 t2 or flair,t2,train
synpic25200,modality,what imaging modality was used to take this image,mr - t2 weighted,train
synpic28156,modality,what type of imaging was used,us - ultrasound,train
synpic53800,modality,what type of imaging does this represent,cta - ct angiography,train
synpic49360,modality,is this image modality t1 t2 or flair,t2,train
synpic19695,modality,how was the image taken,xr - plain film,train
synpic51376,modality,what type of imaging modality is shown,cta - ct angiography,train
synpic46834,modality,is this a noncontrast ct,yes,train
synpic51057,modality,what type of image modality is seen,cta - ct angiography,train
synpic25822,modality,what type of image modality is this,xr - plain film,train
synpic58475,modality,which image modality is this,mr - flair,train
synpic42257,modality,what type of imaging does this represent,xr - plain film,train
synpic54524,modality,is this a contrast or noncontrast ct,contrast,train
synpic55730,modality,what imaging modality was used to take this image,mr - t1 weighted with gadolinium,train
synpic41330,modality,with what modality is this image taken,mr - adc map app diff coeff,train
synpic44035,modality,what modality is used to take this image,us - ultrasound,train
synpic36073,modality,what is the mr weighting in this image,t1,train
synpic56520,modality,is this a t2 weighted image,no,train
synpic41686,modality,is this a noncontrast mri,no,train
synpic27051,modality,is this a noncontrast mri,yes,train
synpic59003,modality,what type of image modality is this,sbft - small bowel,train
synpic45536,modality,how was this image taken,cta - ct angiography,train
synpic54977,modality,what is the mr weighting in this image,t1,train
synpic27206,modality,what type of imaging modality is shown,us - ultrasound,train
synpic41554,modality,is this an mri image,yes,train
synpic26575,modality,what type of imaging modality is used to acquire the image,mr - dwi diffusion weighted,train
synpic45981,modality,is this a ct scan,yes,train
synpic53448,modality,what imaging modality was used to take this image,mr t2 gradientgrempgrswanswi,train
synpic56573,modality,is this a t2 weighted image,no,train
synpic50789,modality,is this a t1 weighted image,no,train
synpic41010,modality,what imaging modality was used to take this image,mr - t1 weighted with gd fat suppressed,train
synpic42106,modality,what is the mr weighting in this image,t1,train
synpic21229,modality,what type of imaging modality is shown,ct with contrast iv,train
synpic51255,modality,is this a t2 weighted image,no,train
synpic34380,modality,what imaging modality is used,xr - plain film,train
synpic29744,modality,what imaging modality is used to acquire this picture,xr - plain film,train
synpic35598,modality,what was this image taken with,xr - plain film,train
synpic49460,modality,is this a contrast or noncontrast ct,contrast,train
synpic25842,modality,what type of imaging modality is shown,us - ultrasound,train
synpic51071,modality,what imaging modality was used to take this image,mr - t1 weighted - noncontrast,train
synpic33714,modality,is this a t1 weighted image,no,train
synpic54786,modality,what type of imaging was used,be - barium enema,train
synpic34548,modality,is this a t1 weighted t2 weighted or flair image,t2,train
synpic46264,modality,is this an mri image,no,train
synpic46182,modality,what type of contrast did this patient have,iv,train
synpic41287,modality,what kind of image is this,us - ultrasound,train
synpic25209,modality,what type of contrast did this patient have,iv,train
synpic20666,modality,which image modality is this,us - ultrasound,train
synpic52924,modality,what type of imaging is this,cta - ct angiography,train
synpic17848,modality,what imaging modality is used to acquire this picture,xr - plain film,train
synpic20100,modality,what type of imaging is this,xr - plain film,train
synpic50871,modality,what type of imaging modality is used to acquire the image,mr - fiesta,train
synpic55342,modality,is this a noncontrast mri,no,train
synpic43679,modality,is this an mri image,no,train
synpic15491,modality,what imaging modality was used to take this image,ct with iv contrast,train
synpic45484,modality,is this a ct scan,yes,train
synpic33847,modality,what type of contrast did this patient have,gi and iv,train
synpic53083,modality,was the ct scan taken with contrast,yes,train
synpic32833,modality,what imaging modality was used to take this image,ct with gi and iv contrast,train
synpic49988,modality,is this a noncontrast ct,yes,train
synpic26947,modality,which image modality is this,nm - nuclear medicine,train
